Fasta headers	Hypo 42	Hypo 42	Hypo 42	Hypo 45	Hypo 45	Hypo 45	Hypo CH	Hypo CH	Hypo CH	Hypo W3
sp|Q91XC9|PEX16_MOUSE Peroxisomal membrane protein PEX16 OS=Mus musculus GN=Pex16 PE=1 SV=2	14367	12300	13477	10762	5896.5	13921	17009	13391	10232	6344.9
sp|Q91XE4|ACY3_MOUSE N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming) OS=Mus musculus GN=Acy3 PE=1 SV=1	15352	16636	14567	17733	9465.3	17597	25130	17286	19309	9911.3
sp|Q91XF0|PNPO_MOUSE Pyridoxine-5-phosphate oxidase OS=Mus musculus GN=Pnpo PE=1 SV=1	54091	39797	46226	35305	548500	48554	97682	34399	58707	11708
tr|Q91XH5|Q91XH5_MOUSE Sepiapterin reductase OS=Mus musculus GN=Spr PE=1 SV=1;tr|G3UXX3|G3UXX3_MOUSE Sepiapterin reductase OS=Mus musculus GN=Spr PE=1 SV=1;sp|Q64105|SPRE_MOUSE Sepiapterin reductase OS=Mus musculus GN=Spr PE=1 SV=1	7705	7599.9	8401.3	9259.6	4965.8	9101.9	10822	7343.2	9257.2	4608.3
tr|Q9Z2P7|Q9Z2P7_MOUSE GES30 OS=Mus musculus GN=Vti1b PE=2 SV=1;tr|Q91XH6|Q91XH6_MOUSE Vesicle transport through interaction with t-SNAREs 1B homolog OS=Mus musculus GN=Vti1b PE=1 SV=1;sp|O88384|VTI1B_MOUSE Vesicle transport through interaction with t-SNAR	0	0	0	0	0	0	0	0	0	0
sp|Q91XL9|OSBL1_MOUSE Oxysterol-binding protein-related protein 1 OS=Mus musculus GN=Osbpl1a PE=1 SV=2;tr|Q3V156|Q3V156_MOUSE Oxysterol-binding protein OS=Mus musculus GN=Osbpl1a PE=1 SV=1;sp|Q91XL9-2|OSBL1_MOUSE Isoform 2 of Oxysterol-binding protein-rela	28082	30241	29403	29464	35007	30626	46807	35725	37094	146060
sp|Q91XM9|DLG2_MOUSE Disks large homolog 2 OS=Mus musculus GN=Dlg2 PE=1 SV=2;sp|Q91XM9-2|DLG2_MOUSE Isoform 2 of Disks large homolog 2 OS=Mus musculus GN=Dlg2;sp|Q91XM9-7|DLG2_MOUSE Isoform 7 of Disks large homolog 2 OS=Mus musculus GN=Dlg2;sp|Q91XM9-3|DLG	22923	20806	20204	25042	30163	24529	30177	17580	22013	10014
sp|Q91XM9-4|DLG2_MOUSE Isoform 4 of Disks large homolog 2 OS=Mus musculus GN=Dlg2	0	0	0	0	0	0	0	0	0	0
sp|Q91XM9-8|DLG2_MOUSE Isoform 8 of Disks large homolog 2 OS=Mus musculus GN=Dlg2	0	0	0	0	0	0	0	0	0	0
sp|Q91XU0-2|WRIP1_MOUSE Isoform 2 of ATPase WRNIP1 OS=Mus musculus GN=Wrnip1;sp|Q91XU0|WRIP1_MOUSE ATPase WRNIP1 OS=Mus musculus GN=Wrnip1 PE=1 SV=2	0	0	0	0	0	0	0	0	0	0
sp|Q91XU3|PI42C_MOUSE Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Mus musculus GN=Pip4k2c PE=1 SV=1	80193	54025	68126	64869	7215.6	77693	81765	47956	53984	20859
sp|Q91XV3|BASP1_MOUSE Brain acid soluble protein 1 OS=Mus musculus GN=Basp1 PE=1 SV=3	12582	13263	11546	12152	12938	13526	19461	14376	15599	8295.8
tr|Q91XW9|Q91XW9_MOUSE MCG133388, isoform CRA_f OS=Mus musculus GN=Pcdhgc5 PE=1 SV=1;tr|Q8K4A2|Q8K4A2_MOUSE MCG133388, isoform CRA_i OS=Mus musculus GN=Pcdhgc5 PE=2 SV=1	0	0	0	0	0	0	0	0	0	0
tr|Q91XX0|Q91XX0_MOUSE MCG133388, isoform CRA_r OS=Mus musculus GN=Pcdhgc4 PE=1 SV=1	3182.9	4114.4	4145.5	3662.2	3996.6	4745.9	5684.1	3187.8	4140.2	2272.4
tr|Q91XX1|Q91XX1_MOUSE Protocadherin gamma C3 OS=Mus musculus GN=Pcdhgc3 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
tr|Q91XX4|Q91XX4_MOUSE MCG133388, isoform CRA_n OS=Mus musculus GN=Pcdhgb6 PE=1 SV=1	9829.8	13710	17639	10445	10387	13311	15345	11547	9439.5	3484.5
tr|Q91XY2|Q91XY2_MOUSE Protocadherin gamma A6 OS=Mus musculus GN=Pcdhga6 PE=2 SV=1	78605	81858	76068	81508	69805	83710	139400	85314	105190	36241
sp|Q91XY4|PCDG4_MOUSE Protocadherin gamma-A4 OS=Mus musculus GN=Pcdhga4 PE=1 SV=1;tr|Q91XY6|Q91XY6_MOUSE MCG133388, isoform CRA_c OS=Mus musculus GN=Pcdhga2 PE=2 SV=1;tr|Q8CHE5|Q8CHE5_MOUSE MKIAA0327 splice variant 1 (Fragment) OS=Mus musculus GN=Pcdhga2 P	1645.4	1596.2	1342.1	2140.2	1417.7	1335.2	1813	1408.3	2336	949.99
tr|Q91XY5|Q91XY5_MOUSE Protocadherin gamma A3 OS=Mus musculus GN=Pcdhga3 PE=1 SV=1	953.01	1726.5	1176.9	1304.2	1277.8	1510.7	1734.4	1070.5	1935.4	462.6
tr|Q91XY8|Q91XY8_MOUSE Protocadherin gamma A11 OS=Mus musculus GN=Pcdhga11 PE=1 SV=1	4278.7	4105.1	4933.5	5468.6	2020.8	3959.5	7960.1	5265.1	5056.8	1526.4
tr|Q91Y09|Q91Y09_MOUSE Protocadherin alpha C2 OS=Mus musculus GN=Pcdhac2 PE=1 SV=1	32054	33417	29905	30617	32547	33668	48330	28448	33842	17616
tr|Q91YC8|Q91YC8_MOUSE Damaged-DNA recognition protein 1 OS=Mus musculus GN=Ddb1 PE=2 SV=1	15063	9449.7	12339	11082	1794.2	15736	15372	10646	9653.1	1705.1
sp|Q91YD3|DCP1A_MOUSE mRNA-decapping enzyme 1A OS=Mus musculus GN=Dcp1a PE=1 SV=1	1613.7	1629	1092.3	2023.3	372.06	1633.4	2570	1603.7	1530	0
sp|Q91YE3|EGLN1_MOUSE Egl nine homolog 1 OS=Mus musculus GN=Egln1 PE=1 SV=2;tr|Q5XJZ0|Q5XJZ0_MOUSE Egln1 protein (Fragment) OS=Mus musculus GN=Egln1 PE=2 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q91YE7-2|RBM5_MOUSE Isoform 2 of RNA-binding protein 5 OS=Mus musculus GN=Rbm5;sp|Q91YE7|RBM5_MOUSE RNA-binding protein 5 OS=Mus musculus GN=Rbm5 PE=1 SV=1	7486	7375.2	8194.4	8232.6	6146.4	8044.9	12732	9162.7	9979.6	3979.2
sp|Q91YI1-2|ATG13_MOUSE Isoform 2 of Autophagy-related protein 13 OS=Mus musculus GN=Atg13;sp|Q91YI1|ATG13_MOUSE Autophagy-related protein 13 OS=Mus musculus GN=Atg13 PE=1 SV=2	18625	16695	16144	16793	13142	19755	26445	16111	20135	7379.1
sp|Q91YJ2|SNX4_MOUSE Sorting nexin-4 OS=Mus musculus GN=Snx4 PE=1 SV=1;tr|Q80X54|Q80X54_MOUSE Snx4 protein OS=Mus musculus PE=2 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q91YJ3|THYN1_MOUSE Thymocyte nuclear protein 1 OS=Mus musculus GN=Thyn1 PE=1 SV=1;tr|Q8BJZ7|Q8BJZ7_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Thyn1 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q91YJ5|IF2M_MOUSE Translation initiation factor IF-2, mitochondrial OS=Mus musculus GN=Mtif2 PE=1 SV=2;tr|Q5M6W7|Q5M6W7_MOUSE Translation initiation factor IF-2, mitochondrial (Fragment) OS=Mus musculus GN=Mtif2 PE=1 SV=1	26293	29820	28234	27077	24175	25641	68775	25460	29407	12196
sp|Q91YL3|UCKL1_MOUSE Uridine-cytidine kinase-like 1 OS=Mus musculus GN=Uckl1 PE=1 SV=1;tr|D6RJ84|D6RJ84_MOUSE Uridine-cytidine kinase OS=Mus musculus GN=Uckl1 PE=1 SV=1	11150	11474	10528	10627	9840.3	9642	17962	9452.7	13433	4619.6
sp|Q91YM4-2|TBRG4_MOUSE Isoform 2 of Protein TBRG4 OS=Mus musculus GN=Tbrg4;sp|Q91YM4|TBRG4_MOUSE Protein TBRG4 OS=Mus musculus GN=Tbrg4 PE=1 SV=1;tr|E9PUT1|E9PUT1_MOUSE Protein TBRG4 OS=Mus musculus GN=Tbrg4 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q91YN0|CL004_MOUSE Protein C12orf4 homolog OS=Mus musculus GN=D6Wsu163e PE=1 SV=1	937.9	1059.9	1126.1	1067.6	1062	1275.8	1067.2	779.29	1431.3	0
tr|Q91YN3|Q91YN3_MOUSE Acyl-CoA synthetase long-chain family member 4 OS=Mus musculus GN=Acsl4 PE=2 SV=1;sp|Q9QUJ7-2|ACSL4_MOUSE Isoform Short of Long-chain-fatty-acid--CoA ligase 4 OS=Mus musculus GN=Acsl4;sp|Q9QUJ7|ACSL4_MOUSE Long-chain-fatty-acid--CoA 	0	0	0	0	0	0	0	0	0	0
sp|Q91YN9|BAG2_MOUSE BAG family molecular chaperone regulator 2 OS=Mus musculus GN=Bag2 PE=1 SV=1	6067.6	5910.7	6798.2	5736.9	3992.1	7605.6	8091.3	6506.9	6560.6	2951.5
sp|Q91YP0|L2HDH_MOUSE L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Mus musculus GN=L2hgdh PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q91YP2|NEUL_MOUSE Neurolysin, mitochondrial OS=Mus musculus GN=Nln PE=1 SV=1;tr|Q3UUI1|Q3UUI1_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Nln PE=2 SV=1;tr|Q3TB65|Q3TB65_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Nln PE=2 SV=	6914.3	6403.8	6762.7	5117.7	6033.3	7803.4	10681	5669.5	7212.2	3530.1
sp|Q91YQ3|CSDC2_MOUSE Cold shock domain-containing protein C2 OS=Mus musculus GN=Csdc2 PE=1 SV=2	0	0	0	0	0	0	0	0	0	0
sp|Q91YR1|TWF1_MOUSE Twinfilin-1 OS=Mus musculus GN=Twf1 PE=1 SV=2	0	0	0	0	0	0	0	0	0	0
sp|Q91YR5|MET13_MOUSE Methyltransferase-like protein 13 OS=Mus musculus GN=Mettl13 PE=1 SV=1;tr|Q3TRF3|Q3TRF3_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Mettl13 PE=2 SV=1;sp|Q91YR5-1|MET13_MOUSE Isoform 2 of Methyltransferase-like protein 13	3777.6	3005.6	3496.8	3683.6	1819.8	3714.9	4934.3	3113.6	4045.8	2057.6
sp|Q91YR7|PRP6_MOUSE Pre-mRNA-processing factor 6 OS=Mus musculus GN=Prpf6 PE=1 SV=1;sp|Q91YR7-2|PRP6_MOUSE Isoform 2 of Pre-mRNA-processing factor 6 OS=Mus musculus GN=Prpf6	0	0	0	0	0	0	0	0	0	0
sp|Q91YT2|RN185_MOUSE E3 ubiquitin-protein ligase RNF185 OS=Mus musculus GN=Rnf185 PE=2 SV=1;sp|Q91YT2-2|RN185_MOUSE Isoform 2 of E3 ubiquitin-protein ligase RNF185 OS=Mus musculus GN=Rnf185	1776.4	1712.1	1315.8	1272.8	434.45	1341.7	2126.6	1398.2	2582.8	465.86
sp|Q91YT7|YTHD2_MOUSE YTH domain-containing family protein 2 OS=Mus musculus GN=Ythdf2 PE=1 SV=1;tr|Q3UNH5|Q3UNH5_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Ythdf2 PE=2 SV=1;tr|E9PW90|E9PW90_MOUSE YTH domain-containing family protein 2 OS=Mu	0	0	0	0	0	0	0	0	0	0
sp|Q91YT8|CSCL1_MOUSE CSC1-like protein 1 OS=Mus musculus GN=Tmem63a PE=1 SV=1;tr|E0CX44|E0CX44_MOUSE CSC1-like protein 1 (Fragment) OS=Mus musculus GN=Tmem63a PE=1 SV=1;tr|E0CXM3|E0CXM3_MOUSE CSC1-like protein 1 (Fragment) OS=Mus musculus GN=Tmem63a PE=1 	14217	11952	12921	12182	7217.6	17166	23412	14935	13525	5107.2
tr|Q91YU9|Q91YU9_MOUSE Prdx5 protein (Fragment) OS=Mus musculus GN=Prdx5 PE=2 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q91YX5|LGAT1_MOUSE Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 OS=Mus musculus GN=Lpgat1 PE=1 SV=1;tr|D3YVK0|D3YVK0_MOUSE Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 (Fragment) OS=Mus musculus GN=Lpgat1 PE=1 SV=1	18190	19365	18613	19942	13598	22589	26518	16123	18787	9585.6
tr|Q91Z04|Q91Z04_MOUSE Arhgap1 protein (Fragment) OS=Mus musculus GN=Arhgap1 PE=2 SV=1	10154	10339	10255	10115	10164	10915	14817	9467.2	10415	4253
sp|Q91Z31|PTBP2_MOUSE Polypyrimidine tract-binding protein 2 OS=Mus musculus GN=Ptbp2 PE=1 SV=2;sp|Q91Z31-2|PTBP2_MOUSE Isoform 2 of Polypyrimidine tract-binding protein 2 OS=Mus musculus GN=Ptbp2;tr|A0A0G2JGW0|A0A0G2JGW0_MOUSE Polypyrimidine tract-binding	59541	60888	60827	67310	50073	63956	90742	53863	74310	44890
sp|Q91Z38|TTC1_MOUSE Tetratricopeptide repeat protein 1 OS=Mus musculus GN=Ttc1 PE=1 SV=1;tr|A2AJK8|A2AJK8_MOUSE Tetratricopeptide repeat protein 1 OS=Mus musculus GN=Ttc1 PE=1 SV=1;tr|Q3TDF3|Q3TDF3_MOUSE Putative uncharacterized protein OS=Mus musculus GN	26104	25941	25899	28362	28258	31421	39212	26843	30144	14575
sp|Q91Z49-2|UIF_MOUSE Isoform 2 of UAP56-interacting factor OS=Mus musculus GN=Fyttd1;sp|Q91Z49|UIF_MOUSE UAP56-interacting factor OS=Mus musculus GN=Fyttd1 PE=1 SV=1;sp|Q91Z49-3|UIF_MOUSE Isoform 3 of UAP56-interacting factor OS=Mus musculus GN=Fyttd1	41752	42503	42273	42849	25966	45214	67450	42903	49252	19286
sp|Q91Z61|DIRA1_MOUSE GTP-binding protein Di-Ras1 OS=Mus musculus GN=Diras1 PE=1 SV=1;tr|D3Z0Z5|D3Z0Z5_MOUSE GTP-binding protein Di-Ras1 (Fragment) OS=Mus musculus GN=Diras1 PE=1 SV=1	6912.1	10795	10653	12716	8726.7	10622	11935	7516.3	13402	6423.1
sp|Q91Z67|SRGP2_MOUSE SLIT-ROBO Rho GTPase-activating protein 2 OS=Mus musculus GN=Srgap2 PE=1 SV=2;tr|A0A087WNM1|A0A087WNM1_MOUSE SLIT-ROBO Rho GTPase-activating protein 2 OS=Mus musculus GN=Srgap2 PE=1 SV=1;tr|A0A087WSQ1|A0A087WSQ1_MOUSE SLIT-ROBO Rho GT	3395.2	3361.6	3284.7	3484	2792.9	3196.3	4345.3	2344.5	3132.7	1119
sp|Q91Z92|B3GT6_MOUSE Beta-1,3-galactosyltransferase 6 OS=Mus musculus GN=B3galt6 PE=2 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q91ZC7|MRGA5_MOUSE Mas-related G-protein coupled receptor member A5 OS=Mus musculus GN=Mrgpra5 PE=2 SV=2	27916	27955	29795	29691	19992	35593	48681	32543	38973	17698
sp|Q91ZE0|TMLH_MOUSE Trimethyllysine dioxygenase, mitochondrial OS=Mus musculus GN=Tmlhe PE=1 SV=2	9361.8	10118	10239	10170	4083.6	10056	15234	9608.5	12793	4576.3
sp|Q91ZJ5|UGPA_MOUSE UTP--glucose-1-phosphate uridylyltransferase OS=Mus musculus GN=Ugp2 PE=1 SV=3;tr|Q8R0M2|Q8R0M2_MOUSE Ugp2 protein (Fragment) OS=Mus musculus GN=Ugp2 PE=2 SV=1;tr|Q3U548|Q3U548_MOUSE Putative uncharacterized protein OS=Mus musculus GN=	0	0	0	0	0	0	0	0	0	0
sp|Q91ZM2-6|SH2B1_MOUSE Isoform 6 of SH2B adapter protein 1 OS=Mus musculus GN=Sh2b1;sp|Q91ZM2-2|SH2B1_MOUSE Isoform 2 of SH2B adapter protein 1 OS=Mus musculus GN=Sh2b1;sp|Q91ZM2-3|SH2B1_MOUSE Isoform 3 of SH2B adapter protein 1 OS=Mus musculus GN=Sh2b1;s	3147.5	2326.1	2150.5	2681.4	2095	3240	3053.9	1881.4	3162.3	880.34
sp|Q91ZP9|NECA2_MOUSE N-terminal EF-hand calcium-binding protein 2 OS=Mus musculus GN=Necab2 PE=1 SV=1;tr|Q3B7X9|Q3B7X9_MOUSE Necab2 protein (Fragment) OS=Mus musculus GN=Necab2 PE=2 SV=1;tr|Q3B7Y0|Q3B7Y0_MOUSE Necab2 protein (Fragment) OS=Mus musculus GN=	17190	21723	18741	20764	19047	19596	25617	17738	21087	9210
sp|Q91ZS8-5|RED1_MOUSE Isoform 5 of Double-stranded RNA-specific editase 1 OS=Mus musculus GN=Adarb1;sp|Q91ZS8-4|RED1_MOUSE Isoform 4 of Double-stranded RNA-specific editase 1 OS=Mus musculus GN=Adarb1;sp|Q91ZS8-3|RED1_MOUSE Isoform 3 of Double-stranded RN	0	0	0	0	0	0	0	0	0	0
sp|Q91ZU6-2|DYST_MOUSE Isoform 1 of Dystonin OS=Mus musculus GN=Dst;sp|Q91ZU6|DYST_MOUSE Dystonin OS=Mus musculus GN=Dst PE=1 SV=2	49805	57637	50354	60074	49392	69789	70339	48258	63190	31403
tr|S4R1P5|S4R1P5_MOUSE Dystonin OS=Mus musculus GN=Dst PE=1 SV=1;sp|Q91ZU6-4|DYST_MOUSE Isoform 4 of Dystonin OS=Mus musculus GN=Dst;tr|E9Q9X1|E9Q9X1_MOUSE Dystonin OS=Mus musculus GN=Dst PE=1 SV=2;sp|Q91ZU6-3|DYST_MOUSE Isoform 3 of Dystonin OS=Mus muscul	0	0	0	0	0	0	0	0	0	0
sp|Q91ZW3|SMCA5_MOUSE SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Mus musculus GN=Smarca5 PE=1 SV=1	49366	56187	57725	64191	45796	65284	74914	55386	65218	31228
sp|Q91ZZ3|SYUB_MOUSE Beta-synuclein OS=Mus musculus GN=Sncb PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q920H4|ACM5_MOUSE Muscarinic acetylcholine receptor M5 OS=Mus musculus GN=Chrm5 PE=2 SV=2	2621.7	3348.1	3206.4	4812.8	2408.7	3829.4	4687.5	3001.6	4859.7	2543.3
sp|Q920I9|WDR7_MOUSE WD repeat-containing protein 7 OS=Mus musculus GN=Wdr7 PE=1 SV=3;sp|Q920I9-2|WDR7_MOUSE Isoform 2 of WD repeat-containing protein 7 OS=Mus musculus GN=Wdr7;tr|Q05CF1|Q05CF1_MOUSE Wdr7 protein (Fragment) OS=Mus musculus GN=Wdr7 PE=2 SV=	54037	61059	55401	60283	39545	62438	90623	52636	68977	25233
sp|Q920L1|FADS1_MOUSE Fatty acid desaturase 1 OS=Mus musculus GN=Fads1 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q920M5|CORO6_MOUSE Coronin-6 OS=Mus musculus GN=Coro6 PE=1 SV=1;tr|B9EIZ7|B9EIZ7_MOUSE Coronin OS=Mus musculus GN=Coro6 PE=1 SV=1;sp|Q920M5-3|CORO6_MOUSE Isoform C of Coronin-6 OS=Mus musculus GN=Coro6;sp|Q920M5-2|CORO6_MOUSE Isoform B of Coronin-6 OS=M	0	0	0	0	0	0	0	0	0	0
sp|Q920P3|BRNP1_MOUSE BMP/retinoic acid-inducible neural-specific protein 1 OS=Mus musculus GN=Brinp1 PE=1 SV=1	40997	15789	25017	22192	3623.3	34430	37717	20936	18117	6744.2
sp|Q920P5|KAD5_MOUSE Adenylate kinase isoenzyme 5 OS=Mus musculus GN=Ak5 PE=1 SV=2	37187	40268	35984	34479	30287	37923	54848	38823	43085	18289
sp|Q920R0|ALS2_MOUSE Alsin OS=Mus musculus GN=Als2 PE=1 SV=3;tr|Q3TAJ7|Q3TAJ7_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Als2 PE=2 SV=1	13590	12503	12732	13186	13411	12696	19310	10476	14175	5466.9
sp|Q920V1|B3GL1_MOUSE UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1 OS=Mus musculus GN=B3galnt1 PE=2 SV=2	8755.8	11752	10391	12185	7525.1	11123	14370	9455.7	12426	4040.3
tr|Q920Z1|Q920Z1_MOUSE Synapsin II (Fragment) OS=Mus musculus GN=Syn2 PE=4 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q921C1|CXG3_MOUSE Gap junction gamma-3 protein OS=Mus musculus GN=Gjc3 PE=1 SV=2	18281	17979	18859	16335	10621	17522	27220	18961	19329	9586.7
sp|Q921C5|BICD2_MOUSE Protein bicaudal D homolog 2 OS=Mus musculus GN=Bicd2 PE=1 SV=1;sp|Q921C5-2|BICD2_MOUSE Isoform 2 of Protein bicaudal D homolog 2 OS=Mus musculus GN=Bicd2;tr|Q3TBD4|Q3TBD4_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Bicd	0	0	0	0	0	0	0	0	0	0
sp|Q921F4|HNRLL_MOUSE Heterogeneous nuclear ribonucleoprotein L-like OS=Mus musculus GN=Hnrnpll PE=1 SV=3;tr|Q9CSH0|Q9CSH0_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Hnrnpll PE=2 SV=1;tr|V9GXB6|V9GXB6_MOUSE Heterogeneous nuclear r	0	0	0	0	0	0	0	0	0	0
sp|Q921H8|THIKA_MOUSE 3-ketoacyl-CoA thiolase A, peroxisomal OS=Mus musculus GN=Acaa1a PE=1 SV=1;tr|Q3UPU8|Q3UPU8_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Acaa1a PE=2 SV=1;tr|H3BKL5|H3BKL5_MOUSE 3-ketoacyl-CoA thiolase A, peroxisomal OS=Mu	42003	39380	34794	44662	25146	47626	76480	41340	52948	20358
sp|Q921H9|COA7_MOUSE Cytochrome c oxidase assembly factor 7 OS=Mus musculus GN=Coa7 PE=1 SV=1	5491.2	7136.6	5481.5	6632.5	5430.7	5020.8	9243.3	6183.1	8173.7	4041.8
sp|Q921I1|TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1	9459.1	11296	8878.8	10792	7450.9	11407	16598	8828.2	11642	4406.7
sp|Q921I6|SH3B4_MOUSE SH3 domain-binding protein 4 OS=Mus musculus GN=Sh3bp4 PE=1 SV=1	122260	94509	98677	99403	120750	118270	147160	93381	104390	43665
sp|Q921K8|TCAF2_MOUSE TRPM8 channel-associated factor 2 OS=Mus musculus GN=Tcaf2 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q921K9|BCL7B_MOUSE B-cell CLL/lymphoma 7 protein family member B OS=Mus musculus GN=Bcl7b PE=1 SV=1;tr|D3YYL1|D3YYL1_MOUSE B-cell CLL/lymphoma 7 protein family member B OS=Mus musculus GN=Bcl7b PE=1 SV=1	7642.4	11271	11418	16373	13197	8428.2	14222	7661.1	12826	14034
sp|Q921M7|FA49B_MOUSE Protein FAM49B OS=Mus musculus GN=Fam49b PE=1 SV=1	115010	162100	130780	131590	145250	127790	218080	135680	185160	87354
sp|Q921Q3|ALG1_MOUSE Chitobiosyldiphosphodolichol beta-mannosyltransferase OS=Mus musculus GN=Alg1 PE=1 SV=3;sp|Q921Q3-2|ALG1_MOUSE Isoform 2 of Chitobiosyldiphosphodolichol beta-mannosyltransferase OS=Mus musculus GN=Alg1	0	0	0	0	0	0	0	0	0	0
sp|Q921Q7|RIN1_MOUSE Ras and Rab interactor 1 OS=Mus musculus GN=Rin1 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q921S7|RM37_MOUSE 39S ribosomal protein L37, mitochondrial OS=Mus musculus GN=Mrpl37 PE=1 SV=1	3637.4	2758.4	4150.8	3702.5	1646.1	3952.9	4274.9	3382.8	4880	1595
sp|Q921T2-3|TOIP1_MOUSE Isoform 3 of Torsin-1A-interacting protein 1 OS=Mus musculus GN=Tor1aip1;sp|Q921T2-2|TOIP1_MOUSE Isoform 2 of Torsin-1A-interacting protein 1 OS=Mus musculus GN=Tor1aip1;sp|Q921T2|TOIP1_MOUSE Torsin-1A-interacting protein 1 OS=Mus m	0	0	0	0	0	0	0	0	0	0
sp|Q921W0|CHM1A_MOUSE Charged multivesicular body protein 1a OS=Mus musculus GN=Chmp1a PE=1 SV=1	7438.3	8174.8	6976.1	8051.2	8162.8	8410.4	11356	8308.2	8575.8	4487.7
sp|Q921W4|QORL1_MOUSE Quinone oxidoreductase-like protein 1 OS=Mus musculus GN=Cryzl1 PE=1 SV=1;tr|D3Z6I4|D3Z6I4_MOUSE Crystallin, zeta (Quinone reductase)-like 1, isoform CRA_h OS=Mus musculus GN=Cryzl1 PE=1 SV=1;tr|D3YZD6|D3YZD6_MOUSE Quinone oxidoreduct	0	0	0	0	0	0	0	0	0	0
tr|Q921Y1|Q921Y1_MOUSE DEAH (Asp-Glu-Ala-His) box polypeptide 16 OS=Mus musculus GN=Dhx16 PE=2 SV=1;tr|Q80TX4|Q80TX4_MOUSE MKIAA0577 protein (Fragment) OS=Mus musculus GN=mKIAA0577 PE=4 SV=3;tr|G3X8X0|G3X8X0_MOUSE DEAH (Asp-Glu-Ala-His) box polypeptide 16 	0	0	0	0	0	0	0	0	0	0
sp|Q922B1|MACD1_MOUSE O-acetyl-ADP-ribose deacetylase MACROD1 OS=Mus musculus GN=Macrod1 PE=1 SV=2	0	0	0	0	0	0	0	0	0	0
sp|Q922D8|C1TC_MOUSE C-1-tetrahydrofolate synthase, cytoplasmic OS=Mus musculus GN=Mthfd1 PE=1 SV=4;tr|Q3TW74|Q3TW74_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Mthfd1 PE=2 SV=1;tr|Q3UZH3|Q3UZH3_MOUSE Putative uncharacterized protein (Fragmen	0	0	0	0	0	0	0	0	0	0
tr|Q922F6|Q922F6_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus PE=2 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q922G0|S2536_MOUSE Solute carrier family 25 member 36 OS=Mus musculus GN=Slc25a36 PE=2 SV=1;tr|Q8BZJ4|Q8BZJ4_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Slc25a36 PE=1 SV=1	8105.3	8280.9	7160.5	7206.6	6820.3	7826.9	10460	5661.4	8960.6	2841.9
sp|Q922H4|GMPPA_MOUSE Mannose-1-phosphate guanyltransferase alpha OS=Mus musculus GN=Gmppa PE=1 SV=1;tr|Q3UNC0|Q3UNC0_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Gmppa PE=2 SV=1	1606.6	2643.6	1696	1844	2445.6	2174.5	2811.4	1486.1	1593.6	915.52
sp|Q922J3|CLIP1_MOUSE CAP-Gly domain-containing linker protein 1 OS=Mus musculus GN=Clip1 PE=1 SV=1;sp|Q922J3-2|CLIP1_MOUSE Isoform 2 of CAP-Gly domain-containing linker protein 1 OS=Mus musculus GN=Clip1	38098	38804	43304	34931	43264	40202	63316	35598	45470	17340
sp|Q922J9-2|FACR1_MOUSE Isoform 2 of Fatty acyl-CoA reductase 1 OS=Mus musculus GN=Far1;sp|Q922J9-3|FACR1_MOUSE Isoform 3 of Fatty acyl-CoA reductase 1 OS=Mus musculus GN=Far1;sp|Q922J9|FACR1_MOUSE Fatty acyl-CoA reductase 1 OS=Mus musculus GN=Far1 PE=1 SV	0	0	0	0	0	0	0	0	0	0
