Fasta headers	Hippo 42	Hippo 42	Hippo 42	Hippo 45	Hippo 45	Hippo 45	Hippo CH	Hippo CH	Hippo CH	Hippo W3
tr|Q8C1D4|Q8C1D4_MOUSE Putative uncharacterized protein OS=Mus musculus GN=AW551984 PE=2 SV=1;tr|Q8BGF0|Q8BGF0_MOUSE Expressed sequence AW551984 OS=Mus musculus GN=AW551984 PE=1 SV=1;tr|Q6P8K4|Q6P8K4_MOUSE AW551984 protein OS=Mus musculus GN=AW551984 PE=2 	0	0	0	0	0	0	0	0	0	0
tr|Q3UUQ5|Q3UUQ5_MOUSE Arginine vasopressin OS=Mus musculus GN=Avp PE=2 SV=1;sp|P35455|NEU2_MOUSE Vasopressin-neurophysin 2-copeptin OS=Mus musculus GN=Avp PE=2 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q8BHB9|CLIC6_MOUSE Chloride intracellular channel protein 6 OS=Mus musculus GN=Clic6 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
tr|Q91YU9|Q91YU9_MOUSE Prdx5 protein (Fragment) OS=Mus musculus GN=Prdx5 PE=2 SV=1	0	0	0	0	0	0	0	0	0	0
sp|P24529|TY3H_MOUSE Tyrosine 3-monooxygenase OS=Mus musculus GN=Th PE=1 SV=3;tr|Q3UTB3|Q3UTB3_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Th PE=1 SV=1;tr|E9Q9G5|E9Q9G5_MOUSE Tyrosine 3-monooxygenase OS=Mus musculus GN=Th PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
tr|Q545V4|Q545V4_MOUSE Oxytocin OS=Mus musculus GN=Oxt PE=2 SV=1;sp|P35454|NEU1_MOUSE Oxytocin-neurophysin 1 OS=Mus musculus GN=Oxt PE=2 SV=1;tr|I3PGM0|I3PGM0_MOUSE Oxytocin (Fragment) OS=Mus musculus GN=Oxt PE=4 SV=1;tr|I3PGM1|I3PGM1_MOUSE Oxytocin (Fragm	0	0	0	0	0	0	0	0	0	0
tr|Q543U6|Q543U6_MOUSE Prepronociceptin OS=Mus musculus GN=Pnoc PE=2 SV=1;tr|B7ZMX9|B7ZMX9_MOUSE Pnoc protein OS=Mus musculus GN=Pnoc PE=2 SV=1;sp|Q64387|PNOC_MOUSE Prepronociceptin OS=Mus musculus GN=Pnoc PE=2 SV=1;sp|Q64387-2|PNOC_MOUSE Isoform Long of P	0	0	0	0	0	0	0	0	0	0
sp|P62965|RABP1_MOUSE Cellular retinoic acid-binding protein 1 OS=Mus musculus GN=Crabp1 PE=1 SV=2;tr|Q6P071|Q6P071_MOUSE Crabp1 protein OS=Mus musculus GN=Crabp1 PE=2 SV=1	0	0	0	0	0	0	0	0	0	0
tr|G5E811|G5E811_MOUSE Glycine receptor subunit alpha-3 OS=Mus musculus GN=Glra3 PE=1 SV=1;sp|Q91XP5|GLRA3_MOUSE Glycine receptor subunit alpha-3 OS=Mus musculus GN=Glra3 PE=1 SV=2	0	0	0	0	0	0	0	0	0	0
tr|Q3TML0|Q3TML0_MOUSE Protein disulfide-isomerase A6 OS=Mus musculus GN=Pdia6 PE=1 SV=1;tr|Q3TJL8|Q3TJL8_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Pdia6 PE=2 SV=1;tr|Q9DAB4|Q9DAB4_MOUSE Putative uncharacterized protein OS=Mus musculus GN=P	0	0	0	0	0	0	0	0	0	0
sp|P70423|CTR3_MOUSE Cationic amino acid transporter 3 OS=Mus musculus GN=Slc7a3 PE=2 SV=1;tr|Q3TMH5|Q3TMH5_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Slc7a3 PE=2 SV=1	0	0	0	0	0	0	0	0	0	0
sp|O88834|SHD_MOUSE SH2 domain-containing adapter protein D OS=Mus musculus GN=Shd PE=1 SV=1;sp|O88834-2|SHD_MOUSE Isoform 2 of SH2 domain-containing adapter protein D OS=Mus musculus GN=Shd	0	0	0	0	0	0	0	0	0	0
tr|Q32MU0|Q32MU0_MOUSE Proprotein convertase subtilisin/kexin type 1 OS=Mus musculus GN=Pcsk1 PE=2 SV=1;sp|P63239|NEC1_MOUSE Neuroendocrine convertase 1 OS=Mus musculus GN=Pcsk1 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q8K0T7|UN13C_MOUSE Protein unc-13 homolog C OS=Mus musculus GN=Unc13c PE=1 SV=3	0	0	0	0	0	0	0	0	0	0
"sp|Q9R0Q1-2|SYTL4_MOUSE Isoform 2 of Synaptotagmin-like protein 4 OS=Mus musculus GN=Sytl4;tr|Q549X6|Q549X6_MOUSE Synaptotagmin-like 4, isoform CRA_b OS=Mus musculus GN=Sytl4 PE=2 SV=1;sp|Q9R0Q1-3|SYTL4_MOUSE Isoform 3 of Synaptotagmin-like protein 4 OS=Mu"	0	0	0	0	0	0	0	0	0	0
sp|P49312-2|ROA1_MOUSE Isoform Short of Heterogeneous nuclear ribonucleoprotein A1 OS=Mus musculus GN=Hnrnpa1	0	0	0	0	0	0	0	0	0	0
sp|Q8VHP7|ILEUB_MOUSE Leukocyte elastase inhibitor B OS=Mus musculus GN=Serpinb1b PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q9JKN6|NOVA1_MOUSE RNA-binding protein Nova-1 OS=Mus musculus GN=Nova1 PE=1 SV=2	0	0	0	0	0	0	0	0	0	0
tr|Q5ZPR7|Q5ZPR7_MOUSE Globin h OS=Mus musculus GN=Ngb PE=2 SV=1;tr|Q3USR6|Q3USR6_MOUSE Neuroglobin OS=Mus musculus GN=Ngb PE=1 SV=1;sp|Q9ER97|NGB_MOUSE Neuroglobin OS=Mus musculus GN=Ngb PE=1 SV=1;tr|D3YW07|D3YW07_MOUSE Neuroglobin OS=Mus musculus GN=Ngb 	0	0	0	0	0	0	0	0	0	0
sp|P02798|MT2_MOUSE Metallothionein-2 OS=Mus musculus GN=Mt2 PE=1 SV=2	0	0	0	0	0	0	0	0	0	0
tr|G3UW55|G3UW55_MOUSE MCG14937 OS=Mus musculus GN=A230065H16Rik PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
"tr|G5E8G6|G5E8G6_MOUSE Myosin Vb, isoform CRA_c OS=Mus musculus GN=Myo5b PE=1 SV=1;tr|G3X9Y9|G3X9Y9_MOUSE Myosin Vb, isoform CRA_a OS=Mus musculus GN=Myo5b PE=1 SV=1;sp|P21271|MYO5B_MOUSE Unconventional myosin-Vb OS=Mus musculus GN=Myo5b PE=1 SV=2;sp|P2127"	0	0	0	0	0	0	0	0	0	0
sp|P97799|NRSN1_MOUSE Neurensin-1 OS=Mus musculus GN=Nrsn1 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
tr|L7N2F1|L7N2F1_MOUSE Vomeronasal type-1 receptor OS=Mus musculus GN=Vmn1r31 PE=3 SV=1	0	0	0	0	0	0	0	0	0	0
sp|P55099|TKNK_MOUSE Tachykinin-3 OS=Mus musculus GN=Tac3 PE=3 SV=2	0	0	0	0	0	0	0	0	0	0
sp|Q5FWK3|RHG01_MOUSE Rho GTPase-activating protein 1 OS=Mus musculus GN=Arhgap1 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
tr|Q3TM85|Q3TM85_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Tmem181b-ps PE=2 SV=1;tr|Q80TD8|Q80TD8_MOUSE MKIAA1423 protein (Fragment) OS=Mus musculus GN=mKIAA1423 PE=4 SV=3;tr|Q3U3W2|Q3U3W2_MOUSE Putative uncharacterized protein O	0	0	0	0	0	0	0	0	0	0
sp|Q6ZQF0|TOPB1_MOUSE DNA topoisomerase 2-binding protein 1 OS=Mus musculus GN=Topbp1 PE=1 SV=2	0	0	0	0	0	0	0	0	0	0
sp|P46412|GPX3_MOUSE Glutathione peroxidase 3 OS=Mus musculus GN=Gpx3 PE=1 SV=2;tr|A0A1C7ZMZ5|A0A1C7ZMZ5_MOUSE Glutathione peroxidase (Fragment) OS=Mus musculus GN=Gpx3 PE=1 SV=1;tr|A0A1C7ZMZ7|A0A1C7ZMZ7_MOUSE Glutathione peroxidase 3 (Fragment) OS=Mus mus	0	0	0	0	0	0	0	0	0	0
tr|Q3UTE9|Q3UTE9_MOUSE Gonadoliberin OS=Mus musculus GN=Gnrh1 PE=2 SV=1;tr|Q14AC4|Q14AC4_MOUSE Gonadoliberin OS=Mus musculus GN=Gnrh1 PE=2 SV=1;sp|P13562|GON1_MOUSE Progonadoliberin-1 OS=Mus musculus GN=Gnrh1 PE=3 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q62361|TRH_MOUSE Pro-thyrotropin-releasing hormone OS=Mus musculus GN=Trh PE=2 SV=2	0	0	0	0	0	0	0	0	0	0
tr|Q3UJ84|Q3UJ84_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Ppfibp1 PE=2 SV=1;tr|Q3U417|Q3U417_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Ppfibp1 PE=2 SV=1;sp|Q8C8U0|LIPB1_MOUSE Liprin-beta-1 OS=Mus musculus GN=Ppfibp1 PE=1 SV	0	0	0	0	0	0	0	0	0	0
"tr|Q8BJT8|Q8BJT8_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Adcyap1 PE=2 SV=1;tr|Q3UYH8|Q3UYH8_MOUSE Adenylate cyclase activating polypeptide 1, isoform CRA_a OS=Mus musculus GN=Adcyap1 PE=2 SV=1;sp|O70176|PACA_MOUSE Pituitary adenylate cycl"	0	0	0	0	0	0	0	0	0	0
sp|P50285|FMO1_MOUSE Dimethylaniline monooxygenase [N-oxide-forming] 1 OS=Mus musculus GN=Fmo1 PE=1 SV=1;tr|Q3UNX7|Q3UNX7_MOUSE Dimethylaniline monooxygenase [N-oxide-forming] 1 (Fragment) OS=Mus musculus GN=Fmo1 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
"tr|G3UZI7|G3UZI7_MOUSE Rho GTPase activating protein 6, isoform CRA_b OS=Mus musculus GN=Arhgap6 PE=1 SV=1;sp|O54834-2|RHG06_MOUSE Isoform 2 of Rho GTPase-activating protein 6 OS=Mus musculus GN=Arhgap6;sp|O54834-3|RHG06_MOUSE Isoform 3 of Rho GTPase-activ"	0	0	0	0	0	0	0	0	0	0
tr|Q8C0B4|Q8C0B4_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Bcas1 PE=2 SV=1;tr|F7BNZ5|F7BNZ5_MOUSE Breast carcinoma-amplified sequence 1 homolog (Fragment) OS=Mus musculus GN=Bcas1 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
tr|A0A0A6YX09|A0A0A6YX09_MOUSE Agouti-related protein (Fragment) OS=Mus musculus GN=Agrp PE=4 SV=1;tr|Q3UU47|Q3UU47_MOUSE Agouti related protein OS=Mus musculus GN=Agrp PE=2 SV=1;sp|P56473|AGRP_MOUSE Agouti-related protein OS=Mus musculus GN=Agrp PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
sp|O88495|MTR1L_MOUSE Melatonin-related receptor OS=Mus musculus GN=Gpr50 PE=2 SV=3	0	0	0	0	0	0	0	0	0	0
"tr|F6XLV1|F6XLV1_MOUSE Ciliary rootlet coiled-coil, rootletin family member 2 OS=Mus musculus GN=Crocc2 PE=1 SV=2"	0	0	0	0	0	0	0	0	0	0
"tr|A0A0R4J1N1|A0A0R4J1N1_MOUSE Inter alpha-trypsin inhibitor, heavy chain 4 OS=Mus musculus GN=Itih4 PE=1 SV=1;tr|E9Q5L2|E9Q5L2_MOUSE Inter alpha-trypsin inhibitor, heavy chain 4 OS=Mus musculus GN=Itih4 PE=1 SV=1;tr|E9PVD2|E9PVD2_MOUSE Inter alpha-trypsin"	0	0	0	0	0	0	0	0	0	0
sp|Q80U38|KHNYN_MOUSE Protein KHNYN OS=Mus musculus GN=Khnyn PE=2 SV=2;tr|Q8BLJ8|Q8BLJ8_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Khnyn PE=2 SV=1	0	0	0	0	0	0	0	0	0	0
tr|G3X9E9|G3X9E9_MOUSE Cilia- and flagella-associated protein 251 OS=Mus musculus GN=Wdr66 PE=1 SV=1;sp|E9Q743|CF251_MOUSE Cilia- and flagella-associated protein 251 OS=Mus musculus GN=Wdr66 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
tr|A0A0A0MQH5|A0A0A0MQH5_MOUSE Microtubule-actin cross-linking factor 1 (Fragment) OS=Mus musculus GN=Macf1 PE=1 SV=6	0	0	0	0	0	0	0	0	0	0
sp|Q99JT6|TLCD1_MOUSE Calfacilitin OS=Mus musculus GN=Tlcd1 PE=2 SV=1;sp|Q99JT6-4|TLCD1_MOUSE Isoform 4 of Calfacilitin OS=Mus musculus GN=Tlcd1;sp|Q99JT6-2|TLCD1_MOUSE Isoform 2 of Calfacilitin OS=Mus musculus GN=Tlcd1;sp|Q99JT6-3|TLCD1_MOUSE Isoform 3 of	0	0	0	0	0	0	0	0	0	0
"sp|Q03391|NMDE4_MOUSE Glutamate receptor ionotropic, NMDA 2D OS=Mus musculus GN=Grin2d PE=1 SV=3"	0	0	0	0	0	0	0	0	0	0
tr|B2RXC2|B2RXC2_MOUSE Kinase OS=Mus musculus GN=Itpkb PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
tr|A0A1W2P8C2|A0A1W2P8C2_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus GN=4930430F08Rik PE=1 SV=1;tr|A0A1W2P7E2|A0A1W2P7E2_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus GN=4930430F08Rik PE=1 SV=1;sp|Q8BHN7-2|CL029_MOUSE Isoform 2 of U	0	0	0	0	0	0	0	0	0	0
tr|Q05DE7|Q05DE7_MOUSE Smarca1 protein (Fragment) OS=Mus musculus GN=Smarca1 PE=2 SV=1;sp|Q6PGB8|SMCA1_MOUSE Probable global transcription activator SNF2L1 OS=Mus musculus GN=Smarca1 PE=1 SV=1;sp|Q6PGB8-2|SMCA1_MOUSE Isoform 2 of Probable global transcript	0	0	0	0	0	0	0	0	0	0
"tr|E9QL72|E9QL72_MOUSE Uncharacterized aarF domain-containing protein kinase 2 OS=Mus musculus GN=Adck2 PE=1 SV=1;tr|A0A0R4J1X6|A0A0R4J1X6_MOUSE AarF domain containing kinase 2, isoform CRA_a OS=Mus musculus GN=Adck2 PE=1 SV=1;sp|Q6NSR3|ADCK2_MOUSE Unchara"	0	0	0	0	0	0	0	0	0	0
tr|Q3UV57|Q3UV57_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Dcaf5 PE=1 SV=1;sp|Q80T85|DCAF5_MOUSE DDB1- and CUL4-associated factor 5 OS=Mus musculus GN=Dcaf5 PE=1 SV=2	0	0	0	0	0	0	0	0	0	0
tr|A0A087WS88|A0A087WS88_MOUSE CDNA sequence AF529169 OS=Mus musculus GN=AF529169 PE=1 SV=1;tr|Q14CG5|Q14CG5_MOUSE cDNA sequence AF529169 OS=Mus musculus GN=AF529169 PE=2 SV=1;sp|Q8K3V7-2|K1024_MOUSE Isoform 2 of UPF0258 protein KIAA1024 OS=Mus musculus GN	0	0	0	0	0	0	0	0	0	0
tr|B7ZNK7|B7ZNK7_MOUSE Aes protein OS=Mus musculus GN=Aes PE=2 SV=1;tr|Q3TYD9|Q3TYD9_MOUSE Amino-terminal enhancer of split OS=Mus musculus GN=Aes PE=2 SV=1;sp|P63002|AES_MOUSE Amino-terminal enhancer of split OS=Mus musculus GN=Aes PE=1 SV=1;sp|P63002-2|A	0	0	0	0	0	0	0	0	0	0
"sp|Q8BWP8-2|B4GA1_MOUSE Isoform 2 of Beta-1,4-glucuronyltransferase 1 OS=Mus musculus GN=B4gat1;sp|Q8BWP8|B4GA1_MOUSE Beta-1,4-glucuronyltransferase 1 OS=Mus musculus GN=B4gat1 PE=1 SV=1"	0	0	0	0	0	0	0	0	0	0
tr|E9PWX1|E9PWX1_MOUSE Dipeptidyl aminopeptidase-like protein 6 OS=Mus musculus GN=Dpp6 PE=1 SV=1;tr|Q5U4C2|Q5U4C2_MOUSE Dipeptidyl aminopeptidase-like protein 6 OS=Mus musculus GN=Dpp6 PE=1 SV=1;sp|Q9Z218|DPP6_MOUSE Dipeptidyl aminopeptidase-like protein 	0	0	0	0	0	0	0	0	0	0
tr|Q1HL23|Q1HL23_MOUSE SorCS1a OS=Mus musculus GN=sorCS1 PE=4 SV=1;tr|A0A1B0GT94|A0A1B0GT94_MOUSE VPS10 domain-containing receptor SorCS1 OS=Mus musculus GN=Sorcs1 PE=1 SV=1;tr|Q1HL25|Q1HL25_MOUSE SorCS1b OS=Mus musculus GN=sorCS1 PE=4 SV=1;tr|E9PYT6|E9PYT	0	0	0	0	0	0	0	0	0	0
sp|D3YZG8|MTD2L_MOUSE Probable bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2 OS=Mus musculus GN=Mthfd2l PE=3 SV=1	0	0	0	0	0	0	0	0	0	0
tr|Q99J49|Q99J49_MOUSE Tubb2a protein (Fragment) OS=Mus musculus GN=Tubb2a PE=2 SV=1	0	0	0	0	0	0	0	0	0	0
tr|D3YUW7|D3YUW7_MOUSE Cingulin OS=Mus musculus GN=Cgn PE=1 SV=1;tr|E9QMC1|E9QMC1_MOUSE Cingulin OS=Mus musculus GN=Cgn PE=1 SV=1;sp|P59242-2|CING_MOUSE Isoform 2 of Cingulin OS=Mus musculus GN=Cgn;sp|P59242|CING_MOUSE Cingulin OS=Mus musculus GN=Cgn PE=1 	0	0	0	0	0	0	0	0	0	0
tr|A0A0U1RQ45|A0A0U1RQ45_MOUSE MCG1049118 OS=Mus musculus GN=6430628N08Rik PE=4 SV=1	0	0	0	0	0	0	0	0	0	0
tr|Q4FCQ7|Q4FCQ7_MOUSE Arginyl-tRNA--protein transferase 1 OS=Mus musculus GN=Ate1 PE=1 SV=1;sp|Q9Z2A5|ATE1_MOUSE Arginyl-tRNA--protein transferase 1 OS=Mus musculus GN=Ate1 PE=1 SV=2;tr|Q8BP95|Q8BP95_MOUSE Putative uncharacterized protein (Fragment) OS=Mu	0	0	0	0	0	0	0	0	0	0
sp|Q9R0N9|SYT9_MOUSE Synaptotagmin-9 OS=Mus musculus GN=Syt9 PE=1 SV=2	0	0	0	0	0	0	0	0	0	0
tr|B1AXS6|B1AXS6_MOUSE Zinc finger MYM-type protein 3 OS=Mus musculus GN=Zmym3 PE=1 SV=1;tr|B1AXS8|B1AXS8_MOUSE Zinc finger MYM-type protein 3 OS=Mus musculus GN=Zmym3 PE=1 SV=1;tr|B1AXS7|B1AXS7_MOUSE Zinc finger MYM-type protein 3 OS=Mus musculus GN=Zmym3	0	0	0	0	0	0	0	0	0	0
sp|Q9D3P9|NEUT_MOUSE Neurotensin/neuromedin N OS=Mus musculus GN=Nts PE=2 SV=1	0	0	0	0	0	0	0	0	0	0
tr|G3X8P6|G3X8P6_MOUSE Thioredoxin reductase 3 OS=Mus musculus GN=Txnrd3 PE=1 SV=1;sp|Q99MD6|TRXR3_MOUSE Thioredoxin reductase 3 OS=Mus musculus GN=Txnrd3 PE=1 SV=3;tr|D3Z0H7|D3Z0H7_MOUSE Thioredoxin reductase 3 OS=Mus musculus GN=Txnrd3 PE=1 SV=2;tr|Q3UY4	0	0	0	0	0	0	0	0	0	0
tr|A0A0N4SW06|A0A0N4SW06_MOUSE KICSTOR complex protein ITFG2 OS=Mus musculus GN=Itfg2 PE=1 SV=1;sp|Q91WI7|ITFG2_MOUSE KICSTOR complex protein ITFG2 OS=Mus musculus GN=Itfg2 PE=2 SV=1;sp|Q91WI7-2|ITFG2_MOUSE Isoform 2 of KICSTOR complex protein ITFG2 OS=Mus	0	0	0	0	0	0	0	0	0	0
tr|E0CXZ9|E0CXZ9_MOUSE Voltage-gated potassium channel subunit beta-2 OS=Mus musculus GN=Kcnab2 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
tr|A1KR23|A1KR23_MOUSE Glycine receptor beta subunit OS=Mus musculus GN=Glrb PE=1 SV=1;sp|P48168|GLRB_MOUSE Glycine receptor subunit beta OS=Mus musculus GN=Glrb PE=1 SV=2;tr|E9Q3E3|E9Q3E3_MOUSE Glycine receptor subunit beta OS=Mus musculus GN=Glrb PE=1 SV	0	0	0	0	0	0	0	0	0	0
tr|D6RIQ3|D6RIQ3_MOUSE Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Mus musculus GN=Phyhd1 PE=1 SV=1;tr|D6RI61|D6RI61_MOUSE Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Mus musculus GN=Phyhd1 PE=1 SV=1;tr|A0A0A0MQG9|A0A0A0MQG9_MOUSE	0	0	0	0	0	0	0	0	0	0
sp|B1AY10|NFX1_MOUSE Transcriptional repressor NF-X1 OS=Mus musculus GN=Nfx1 PE=1 SV=1;sp|B1AY10-2|NFX1_MOUSE Isoform 2 of Transcriptional repressor NF-X1 OS=Mus musculus GN=Nfx1;sp|B1AY10-3|NFX1_MOUSE Isoform 3 of Transcriptional repressor NF-X1 OS=Mus mu	0	0	0	0	0	0	0	0	0	0
sp|A2A791-2|ZMYM4_MOUSE Isoform 2 of Zinc finger MYM-type protein 4 OS=Mus musculus GN=Zmym4;sp|A2A791|ZMYM4_MOUSE Zinc finger MYM-type protein 4 OS=Mus musculus GN=Zmym4 PE=1 SV=1;tr|F6VYE2|F6VYE2_MOUSE Zinc finger MYM-type protein 4 (Fragment) OS=Mus mus	0	0	0	0	0	0	0	0	0	0
tr|Q0PD42|Q0PD42_MOUSE Rab13 OS=Mus musculus GN=Rab13 PE=2 SV=1;sp|Q9DD03|RAB13_MOUSE Ras-related protein Rab-13 OS=Mus musculus GN=Rab13 PE=1 SV=1;tr|D3YUS4|D3YUS4_MOUSE Ras-related protein Rab-13 OS=Mus musculus GN=Rab13 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
sp|B9EJI9|T229A_MOUSE Transmembrane protein 229A OS=Mus musculus GN=Tmem229a PE=2 SV=1	0	0	0	0	0	0	0	0	0	0
tr|Q7JCX7|Q7JCX7_MOUSE Cytochrome c oxidase subunit 3 OS=Mus musculus GN=mt-Co3 PE=1 SV=1;tr|Q7JCA9|Q7JCA9_MOUSE Cytochrome c oxidase subunit 3 OS=Mus musculus GN=COX3 PE=3 SV=1;tr|G3EBA9|G3EBA9_MOUSE Cytochrome c oxidase subunit 3 OS=Mus musculus GN=COX3 	0	0	0	0	0	0	0	0	0	0
sp|Q5SS00|ZDBF2_MOUSE DBF4-type zinc finger-containing protein 2 homolog OS=Mus musculus GN=Zdbf2 PE=2 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q9CR23|TMEM9_MOUSE Transmembrane protein 9 OS=Mus musculus GN=Tmem9 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q9D4H4-2|AMOL1_MOUSE Isoform 2 of Angiomotin-like protein 1 OS=Mus musculus GN=Amotl1;sp|Q9D4H4|AMOL1_MOUSE Angiomotin-like protein 1 OS=Mus musculus GN=Amotl1 PE=1 SV=2	0	0	0	0	0	0	0	0	0	0
sp|Q91YE3|EGLN1_MOUSE Egl nine homolog 1 OS=Mus musculus GN=Egln1 PE=1 SV=2;tr|Q5XJZ0|Q5XJZ0_MOUSE Egln1 protein (Fragment) OS=Mus musculus GN=Egln1 PE=2 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q99N11|DUS22_MOUSE Dual specificity protein phosphatase 22 OS=Mus musculus GN=Dusp22 PE=1 SV=1;sp|Q99N11-2|DUS22_MOUSE Isoform 2 of Dual specificity protein phosphatase 22 OS=Mus musculus GN=Dusp22	0	0	0	0	0	0	0	0	0	0
tr|D3YZB2|D3YZB2_MOUSE Synaptojanin-2 OS=Mus musculus GN=Synj2 PE=1 SV=1;tr|F8WHD8|F8WHD8_MOUSE Synaptojanin-2 OS=Mus musculus GN=Synj2 PE=1 SV=1;sp|Q9D2G5-6|SYNJ2_MOUSE Isoform 6 of Synaptojanin-2 OS=Mus musculus GN=Synj2;tr|D3YZB3|D3YZB3_MOUSE Synaptojan	0	0	0	0	0	0	0	0	0	0
sp|Q922G0|S2536_MOUSE Solute carrier family 25 member 36 OS=Mus musculus GN=Slc25a36 PE=2 SV=1;tr|Q8BZJ4|Q8BZJ4_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Slc25a36 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
tr|F6S062|F6S062_MOUSE Choline kinase alpha (Fragment) OS=Mus musculus GN=Chka PE=1 SV=1;sp|O54804-2|CHKA_MOUSE Isoform 2 of Choline kinase alpha OS=Mus musculus GN=Chka;sp|O54804|CHKA_MOUSE Choline kinase alpha OS=Mus musculus GN=Chka PE=1 SV=3;tr|Q99KD4|	0	0	0	0	0	0	0	0	0	0
sp|Q9JKK0|RCAN3_MOUSE Calcipressin-3 OS=Mus musculus GN=Rcan3 PE=2 SV=1;tr|B0QZL9|B0QZL9_MOUSE Calcipressin-3 (Fragment) OS=Mus musculus GN=Rcan3 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
"tr|A5HU64|A5HU64_MOUSE TNFAIP3-interacting protein 3 beta OS=Mus musculus GN=Tnip3 PE=2 SV=1;tr|Q3SXA6|Q3SXA6_MOUSE RIKEN cDNA 9030611K07, isoform CRA_b OS=Mus musculus GN=Tnip3 PE=1 SV=1;tr|Q8BZU4|Q8BZU4_MOUSE Putative uncharacterized protein OS=Mus muscu"	0	0	0	0	0	0	0	0	0	0
sp|Q9WV27|AT1A4_MOUSE Sodium/potassium-transporting ATPase subunit alpha-4 OS=Mus musculus GN=Atp1a4 PE=1 SV=3	0	0	0	0	0	0	0	0	0	0
sp|Q9CR89|ERGI2_MOUSE Endoplasmic reticulum-Golgi intermediate compartment protein 2 OS=Mus musculus GN=Ergic2 PE=1 SV=1;sp|Q9CR89-2|ERGI2_MOUSE Isoform 2 of Endoplasmic reticulum-Golgi intermediate compartment protein 2 OS=Mus musculus GN=Ergic2	0	0	0	0	0	0	0	0	0	0
tr|Q52KC5|Q52KC5_MOUSE Coiled-coil-helix-coiled-coil-helix domain containing 5 OS=Mus musculus GN=Chchd5 PE=1 SV=1;sp|Q9CQP3|CHCH5_MOUSE Coiled-coil-helix-coiled-coil-helix domain-containing protein 5 OS=Mus musculus GN=Chchd5 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q6ZWY3|RS27L_MOUSE 40S ribosomal protein S27-like OS=Mus musculus GN=Rps27l PE=1 SV=3;tr|D6RH49|D6RH49_MOUSE 40S ribosomal protein S27 OS=Mus musculus GN=Rps27l PE=1 SV=1;tr|D3YYB0|D3YYB0_MOUSE 40S ribosomal protein S27 OS=Mus musculus GN=Rps27l PE=1 SV	0	0	0	0	0	0	0	0	0	0
sp|Q5SYL3|K0100_MOUSE Protein KIAA0100 OS=Mus musculus GN=Kiaa0100 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
tr|Q3U7P4|Q3U7P4_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Hn1l PE=2 SV=1;tr|Q3TM10|Q3TM10_MOUSE HN1-like protein OS=Mus musculus GN=Hn1l PE=1 SV=1;sp|Q6PGH2|JUPI2_MOUSE Jupiter microtubule associated homolog 2 OS=Mus musculus GN=Jpt2 PE=1 	0	0	0	0	0	0	0	0	0	0
sp|Q6VH22|IF172_MOUSE Intraflagellar transport protein 172 homolog OS=Mus musculus GN=Ift172 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
tr|Q9EQE3|Q9EQE3_MOUSE Protein phosphatase 2C alpha 3 OS=Mus musculus GN=Ppm1a PE=2 SV=1;tr|Q8R4T7|Q8R4T7_MOUSE PP alpha 2 OS=Mus musculus GN=Ppm1a PE=2 SV=1	0	0	0	0	0	0	0	0	0	0
